sent_id	id	form	lemma	upos	gold_head	pred_head	gold_deprel	pred_deprel	head_ok	rel_ok	las_ok	attachment_only_error	label_only_error	both_error	gold_head_dist	pred_head_dist	head_distance_delta
Casasnovas2006:12:7:173	1	Nhaã	nhaã	DET	6	6	det	det	True	True	True	False	False	False	5	5	0
Casasnovas2006:12:7:173	2	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	3	paá	paá	PART	9	1	advmod	advmod	False	True	False	True	False	False	6	2	-8
Casasnovas2006:12:7:173	4	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	5	amú	amú	DET	6	6	det	det	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	6	mira-itá	mira	NOUN	7	7	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	7	pitera	pitera	NOUN	9	9	obl	obl	True	True	True	False	False	False	2	2	0
Casasnovas2006:12:7:173	8	upé	upé	ADP	7	7	case	case	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	9	aikwé	aikwé	PART	0	0	root	root	True	True	True	False	False	False	9	9	0
Casasnovas2006:12:7:173	10	yepé	yepé	DET	11	11	det	det	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	11	kurumiwasú	kurumiwasú	NOUN	9	9	nsubj	nsubj	True	True	True	False	False	False	2	2	0
Casasnovas2006:12:7:173	12	,	,	PUNCT	14	14	punct	punct	True	True	True	False	False	False	2	2	0
Casasnovas2006:12:7:173	13	ti	ti	PART	14	14	advmod	advmod	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	14	usikié	sikié	VERB	9	9	parataxis	parataxis	True	True	True	False	False	False	5	5	0
Casasnovas2006:12:7:173	15	nẽ	nẽ	PART	14	14	obl	obl	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	16	maã	maã	DET	15	15	fixed	fixed	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	17	suí	suí	ADP	15	15	case	case	True	True	True	False	False	False	2	2	0
Casasnovas2006:12:7:173	18	,	,	PUNCT	23	19	punct	punct	False	True	False	True	False	False	5	1	-4
Casasnovas2006:12:7:173	19	sera	sera	NOUN	23	14	nsubj	obj	False	False	False	False	False	True	4	5	-9
Casasnovas2006:12:7:173	20	,	,	PUNCT	21	21	punct	punct	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	21	paá	paá	PART	23	14	advmod	advmod	False	True	False	True	False	False	2	7	-9
Casasnovas2006:12:7:173	22	,	,	PUNCT	21	21	punct	punct	True	True	True	False	False	False	1	1	0
Casasnovas2006:12:7:173	23	Buburi	buburi	PROPN	14	14	parataxis	nsubj	True	False	False	False	True	False	9	9	0
Casasnovas2006:12:7:173	24	.	.	PUNCT	9	9	punct	punct	True	True	True	False	False	False	15	15	0
Casasnovas2006:7:15:15	1	Tamakwarí	tamakwarí	PROPN	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Casasnovas2006:7:15:15	2	tuyué	tuyué	NOUN	6	6	nsubj	nsubj	True	True	True	False	False	False	4	4	0
Casasnovas2006:7:15:15	3	ti	ti	PART	6	6	advmod	advmod	True	True	True	False	False	False	3	3	0
Casasnovas2006:7:15:15	4	ã	ã	PART	6	6	advmod	advmod	True	True	True	False	False	False	2	2	0
Casasnovas2006:7:15:15	5	paá	paá	PART	6	6	advmod	advmod	True	True	True	False	False	False	1	1	0
Casasnovas2006:7:15:15	6	ukwá	kwá	VERB	0	8	root	advcl	False	False	False	False	False	True	6	2	8
Casasnovas2006:7:15:15	7	mayé	mayé	ADV	8	8	advmod	advmod	True	True	True	False	False	False	1	1	0
Casasnovas2006:7:15:15	8	usuaxara	suaxara	VERB	6	0	ccomp	root	False	False	False	False	False	True	2	8	-6
Casasnovas2006:7:15:15	9	,	,	PUNCT	11	11	punct	punct	True	True	True	False	False	False	2	2	0
Casasnovas2006:7:15:15	10	ape	ape	ADV	11	11	advmod	advmod	True	True	True	False	False	False	1	1	0
Casasnovas2006:7:15:15	11	upitá	pitá	VERB	8	8	parataxis	parataxis	True	True	True	False	False	False	3	3	0
Casasnovas2006:7:15:15	12	sasiára	sasiára	ADJ	11	11	xcomp	xcomp	True	True	True	False	False	False	1	1	0
Casasnovas2006:7:15:15	13	.	.	PUNCT	6	8	punct	punct	False	True	False	True	False	False	7	5	2
Casasnovas2006:0:0:24	1	Maã	maã	PRON	3	3	nsubj	obj	True	False	False	False	True	False	2	2	0
Casasnovas2006:0:0:24	2	taá	taá	PART	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Casasnovas2006:0:0:24	3	remunhã	munhã	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Casasnovas2006:0:0:24	4	?	?	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Casasnovas2006:0:0:34	1	Remundéu	mundéu	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Casasnovas2006:0:0:34	2	taína	taína	NOUN	1	1	obj	obj	True	True	True	False	False	False	1	1	0
Casasnovas2006:0:0:34	3	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-2:102:102	1	Kuíri	kuíri	ADV	2	2	advmod	advmod	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-2:102:102	2	akwáu	kwáu	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-2:102:102	3	resaisú	saisú	VERB	2	2	ccomp	parataxis	True	False	False	False	True	False	1	1	0
Rodrigues1890:1-1-2:102:102	4	reté	reté	ADV	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-2:102:102	5	ixé	ixé	PRON	3	3	obj	obj	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-2:102:102	6	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	4	4	0
Rodrigues1890:1-1-2:170:170	1	—	—	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-2:170:170	2	Iruri	ruri	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-2:170:170	3	kuté	kuté	ADV	2	2	advmod	advmod	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-2:170:170	4	ne	ne	PRON	5	5	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-2:170:170	5	kisé	kisé	NOUN	2	2	obj	obj	True	True	True	False	False	False	3	3	0
Rodrigues1890:1-1-2:170:170	6	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	4	4	0
Rodrigues1890:1-1-8:7:7	1	Piawasú	piá	NOUN	0	0	root	root	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:7:7	2	indé	indé	PRON	1	1	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:7:7	3	,	,	PUNCT	4	4	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:7:7	4	rewatá	watá	VERB	1	1	advcl	advcl	True	True	True	False	False	False	3	3	0
Rodrigues1890:1-1-8:7:7	5	arama	arama	SCONJ	4	4	mark	mark	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:7:7	6	se	se	PRON	7	7	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:7:7	7	kaá	kaá	NOUN	4	4	obl	obl	True	True	True	False	False	False	3	3	0
Rodrigues1890:1-1-8:7:7	8	upé	upé	ADP	7	7	case	case	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:7:7	9	!	!	PUNCT	1	1	punct	punct	True	True	True	False	False	False	8	8	0
Rodrigues1890:1-1-8:19:19	1	Usika	sika	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:19:19	2	aape	aape	ADV	1	3	advmod	advmod	False	True	False	True	False	False	1	1	2
Rodrigues1890:1-1-8:19:19	3	uwasema	wasema	VERB	1	1	parataxis	parataxis	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-8:19:19	4	uwapika	wapika	VERB	3	3	xcomp	parataxis	True	False	False	False	True	False	1	1	0
Rodrigues1890:1-1-8:19:19	5	satá	tatá	NOUN	6	4	nmod:poss	obj	False	False	False	False	False	True	1	1	-2
Rodrigues1890:1-1-8:19:19	6	rembií	tembiwa	NOUN	4	4	obl	obl	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-8:19:19	7	pe	upé	ADP	6	6	case	case	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:19:19	8	,	,	PUNCT	9	9	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:19:19	9	uwasema	wasema	VERB	4	4	parataxis	parataxis	True	True	True	False	False	False	5	5	0
Rodrigues1890:1-1-8:19:19	10	wana	wana	PART	9	9	advmod	advmod	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:19:19	11	suú	suú	NOUN	9	12	obj	nsubj	False	False	False	False	False	True	2	1	3
Rodrigues1890:1-1-8:19:19	12	umeẽ	meẽ	VERB	9	9	parataxis	xcomp	True	False	False	False	True	False	3	3	0
Rodrigues1890:1-1-8:19:19	13	i	i	PRON	12	12	iobj	iobj	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:19:19	14	xupé	xupé	ADP	13	13	case	case	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-8:19:19	15	xeruái	suái	NOUN	13	12	nmod	obj	False	False	False	False	False	True	2	3	-1
Rodrigues1890:1-1-8:19:19	16	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	15	15	0
Rodrigues1890:1-1-9:157:157	1	Kurupira	kurupira	NOUN	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-9:157:157	2	usarú	sarú	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-9:157:157	3	,	,	PUNCT	6	6	punct	punct	True	True	True	False	False	False	3	3	0
Rodrigues1890:1-1-9:157:157	4	intí	intí	PART	6	6	advmod	advmod	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-1-9:157:157	5	aintá	aintá	PRON	6	6	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-1-9:157:157	6	uyukwáu	yukwáu	VERB	2	2	parataxis	parataxis	True	True	True	False	False	False	4	4	0
Rodrigues1890:1-1-9:157:157	7	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	5	5	0
Rodrigues1890:1-2-5:3:3	1	Arirí	arirí	ADV	5	5	advmod	advmod	True	True	True	False	False	False	4	4	0
Rodrigues1890:1-2-5:3:3	2	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-2-5:3:3	3	paá	paá	PART	5	5	advmod	advmod	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-2-5:3:3	4	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-2-5:3:3	5	unheẽ	nheẽ	VERB	0	0	root	root	True	True	True	False	False	False	5	5	0
Rodrigues1890:1-2-5:3:3	6	taíra	taíra	NOUN	5	7	nsubj	nmod:poss	False	False	False	False	False	True	1	1	2
Rodrigues1890:1-2-5:3:3	7	manha	manha	NOUN	5	5	iobj	iobj	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-2-5:3:3	8	supé	supé	ADP	7	7	case	case	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-2-5:3:3	9	:	:	PUNCT	11	11	punct	punct	True	True	True	False	False	False	2	2	0
Rodrigues1890:1-2-5:3:3	10	—	—	PUNCT	11	11	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:1-2-5:3:3	11	Manha	manha	NOUN	5	5	ccomp	ccomp	True	True	True	False	False	False	6	6	0
Rodrigues1890:1-2-5:3:3	12	!	!	PUNCT	11	5	punct	punct	False	True	False	True	False	False	1	7	-6
Rodrigues1890:2-9:4:104	1	Yasú	sú	AUX	2	2	aux	aux	True	True	True	False	False	False	1	1	0
Rodrigues1890:2-9:4:104	2	yayusaã	yusaã	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Rodrigues1890:2-9:4:104	3	?	?	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:2-9:5:105	1	—	—	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:2-9:5:105	2	Yasú	sú	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Rodrigues1890:2-9:5:105	3	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	1	Nhaã	nhaã	PRON	6	6	obl	obl	True	True	True	False	False	False	5	5	0
Rodrigues1890:3-1:5:5	2	aresé	resé	ADP	1	1	case	case	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	3	intí	intí	PART	6	6	advmod	advmod	True	True	True	False	False	False	3	3	0
Rodrigues1890:3-1:5:5	4	maã	maã	PRON	3	3	fixed	fixed	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	5	aintá	aintá	PRON	6	6	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	6	umenari	menari	VERB	0	0	root	root	True	True	True	False	False	False	6	6	0
Rodrigues1890:3-1:5:5	7	kwáu	kwáu	AUX	6	6	aux	aux	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	8	,	,	PUNCT	14	14	punct	punct	True	True	True	False	False	False	6	6	0
Rodrigues1890:3-1:5:5	9	maã	maã	PRON	14	14	obl	obl	True	True	True	False	False	False	5	5	0
Rodrigues1890:3-1:5:5	10	aresé	resé	ADP	9	9	case	case	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	11	u	u	CCONJ	14	14	cc	cc	True	True	True	False	False	False	3	3	0
Rodrigues1890:3-1:5:5	12	maã	maã	PART	14	14	advmod	advmod	True	True	True	False	False	False	2	2	0
Rodrigues1890:3-1:5:5	13	yasí	yasí	NOUN	14	14	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	14	umuwéu	muwéu	VERB	6	6	conj	parataxis	True	False	False	False	True	False	8	8	0
Rodrigues1890:3-1:5:5	15	tatá	tatá	NOUN	14	14	obj	obj	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	16	u	u	CCONJ	18	18	cc	cc	True	True	True	False	False	False	2	2	0
Rodrigues1890:3-1:5:5	17	maã	maã	PART	14	18	advmod	advmod	False	True	False	True	False	False	3	1	4
Rodrigues1890:3-1:5:5	18	ukupiri	kupiri	VERB	14	14	conj	parataxis	True	False	False	False	True	False	4	4	0
Rodrigues1890:3-1:5:5	19	upaĩ	upaĩ	DET	20	20	det	det	True	True	True	False	False	False	1	1	0
Rodrigues1890:3-1:5:5	20	ií	ií	NOUN	18	18	obj	obj	True	True	True	False	False	False	2	2	0
Rodrigues1890:3-1:5:5	21	.	.	PUNCT	6	6	punct	punct	True	True	True	False	False	False	15	15	0
Rodrigues1890:4-5-11:1:1	1	—	—	PUNCT	7	7	punct	punct	True	True	True	False	False	False	6	6	0
Rodrigues1890:4-5-11:1:1	2	Akutí	akutí	NOUN	7	7	vocative	nsubj	True	False	False	False	True	False	5	5	0
Rodrigues1890:4-5-11:1:1	3	,	,	PUNCT	4	4	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:1:1	4	akutí	akutí	NOUN	2	2	appos	conj	True	False	False	False	True	False	2	2	0
Rodrigues1890:4-5-11:1:1	5	mirĩ	mirĩ	ADJ	4	4	amod	amod	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:1:1	6	,	,	PUNCT	4	4	punct	punct	True	True	True	False	False	False	2	2	0
Rodrigues1890:4-5-11:1:1	7	supiri	supiri	VERB	0	0	root	root	True	True	True	False	False	False	7	7	0
Rodrigues1890:4-5-11:1:1	8	se	se	PRON	9	9	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:1:1	9	maniáka	maniáka	NOUN	7	7	obj	obj	True	True	True	False	False	False	2	2	0
Rodrigues1890:4-5-11:1:1	10	,	,	PUNCT	11	11	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:1:1	11	akutí	akutí	NOUN	7	7	dislocated	parataxis	True	False	False	False	True	False	4	4	0
Rodrigues1890:4-5-11:1:1	12	mirĩ	mirĩ	ADJ	11	11	amod	amod	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:3:3	1	—	—	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:3:3	2	Resikari	sikari	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Rodrigues1890:4-5-11:3:3	3	tukumã	tukumã	NOUN	2	2	obj	obj	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:3:3	4	akutí	akutí	NOUN	2	6	vocative	nsubj	False	False	False	False	False	True	2	2	4
Rodrigues1890:4-5-11:3:3	5	mirĩ	mirĩ	ADJ	4	4	amod	amod	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:3:3	6	rexari	xari	VERB	2	2	parataxis	parataxis	True	True	True	False	False	False	4	4	0
Rodrigues1890:4-5-11:3:3	7	ixé	ixé	PRON	6	6	obj	obj	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:3:3	8	wana	wana	PART	6	6	advmod	advmod	True	True	True	False	False	False	2	2	0
Rodrigues1890:4-5-11:3:3	9	akutí	akutí	NOUN	6	6	vocative	obj	True	False	False	False	True	False	3	3	0
Rodrigues1890:4-5-11:3:3	10	mirĩ	mirĩ	ADJ	9	9	amod	amod	True	True	True	False	False	False	1	1	0
Rodrigues1890:4-5-11:3:3	11	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	9	9	0
Stradelli1929:0:0:102	1	Se	se	PRON	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Stradelli1929:0:0:102	2	yawara	yawara	NOUN	3	3	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Stradelli1929:0:0:102	3	turusú	turusú	ADJ	0	0	root	root	True	True	True	False	False	False	3	3	0
Stradelli1929:0:0:102	4	piri	piri	ADV	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Stradelli1929:0:0:102	5	.	.	PUNCT	3	3	punct	punct	True	True	True	False	False	False	2	2	0
Stradelli1929:0:0:150	1	Kwá	kwá	DET	2	2	det	det	True	True	True	False	False	False	1	1	0
Stradelli1929:0:0:150	2	kunhã	kunhã	NOUN	3	3	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Stradelli1929:0:0:150	3	puranga	puranga	ADJ	0	0	root	root	True	True	True	False	False	False	3	3	0
Stradelli1929:0:0:150	4	.	.	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-1-6:1:111	1	Rerikú	rikú	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-1-6:1:111	2	será	será	PART	1	1	advmod	advmod	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-1-6:1:111	3	se	se	PRON	4	4	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-1-6:1:111	4	mukawa	mukawa	NOUN	1	1	obj	obj	True	True	True	False	False	False	3	3	0
Magalhaes1876:1-1-6:1:111	5	aíwa	aíwa	ADJ	4	4	amod	amod	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-1-6:1:111	6	?	?	PUNCT	1	1	punct	punct	True	True	True	False	False	False	5	5	0
Magalhaes1876:1-14:2:502	1	Remaã	maã	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-14:2:502	2	kurí	kurí	PART	1	1	advmod	advmod	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-14:2:502	3	ixé	ixé	PRON	1	1	obj	obj	True	True	True	False	False	False	2	2	0
Magalhaes1876:1-14:2:502	4	wirandé	wirandé	ADV	1	1	advmod	advmod	True	True	True	False	False	False	3	3	0
Magalhaes1876:1-14:2:502	5	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	4	4	0
Magalhaes1876:1-14:0:601	1	Xaruri	ruri	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-14:0:601	2	kurí	kurí	PART	1	1	advmod	advmod	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-14:0:601	3	yepé	yepé	DET	4	4	det	det	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-14:0:601	4	iwá	iwá	NOUN	1	1	obj	obj	True	True	True	False	False	False	3	3	0
Magalhaes1876:1-14:0:601	5	Pedro	pedro	PROPN	1	1	obl	obl	True	True	True	False	False	False	4	4	0
Magalhaes1876:1-14:0:601	6	arama	arama	ADP	5	5	case	case	True	True	True	False	False	False	1	1	0
Magalhaes1876:1-14:0:601	7	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	6	6	0
Magalhaes1876:2-2:0:100	1	Rekũi	sú	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Magalhaes1876:2-2:0:100	2	apigawa	apigawa	NOUN	1	1	obj	obj	True	True	True	False	False	False	1	1	0
Magalhaes1876:2-2:0:100	3	uka	uka	NOUN	1	1	obl	obl	True	True	True	False	False	False	2	2	0
Magalhaes1876:2-2:0:100	4	upé	upé	ADP	3	3	case	case	True	True	True	False	False	False	1	1	0
Magalhaes1876:2-2:0:100	5	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	4	4	0
Magalhaes1876:1:9:9	1	Ximirikú	simirikú	NOUN	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:9:9	2	usuaxara	suaxara	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:9:9	3	:	:	PUNCT	2	7	punct	punct	False	True	False	True	False	False	1	4	5
Magalhaes1876:1:9:9	4	—	—	PUNCT	5	7	punct	punct	False	True	False	True	False	False	1	3	2
Magalhaes1876:1:9:9	5	Intí	intí	PART	2	7	ccomp	advmod	False	False	False	False	False	True	3	2	5
Magalhaes1876:1:9:9	6	raĩ	raĩ	PART	5	7	advmod	advmod	False	True	False	True	False	False	1	1	2
Magalhaes1876:1:9:9	7	pituna	pituna	NOUN	5	2	nsubj	ccomp	False	False	False	False	False	True	2	5	-3
Magalhaes1876:1:9:9	8	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	6	6	0
Magalhaes1876:1:15:15	1	Pepirari	pirari	VERB	3	3	advcl	advcl	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:15:15	2	ramé	ramé	SCONJ	1	1	mark	mark	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:15:15	3	pekanhemu	kanhemu	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Magalhaes1876:1:15:15	4	kurí	kurí	PART	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:15:15	5	.	.	PUNCT	3	3	punct	punct	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:21:21	1	Peyapukúi	yapukúi	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:21:21	2	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:21:21	3	yasú	sú	VERB	1	1	parataxis	parataxis	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:21:21	4	ana	ana	PART	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:21:21	5	!	!	PUNCT	1	1	punct	punct	True	True	True	False	False	False	4	4	0
Magalhaes1876:1:35:35	1	Buyawasú	buya	NOUN	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	2	membira	membira	NOUN	3	3	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	3	umaã	maã	VERB	7	7	advcl	advcl	True	True	True	False	False	False	4	4	0
Magalhaes1876:1:35:35	4	ramé	ramé	SCONJ	3	3	mark	mark	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	5	yasitatawasú	yasitatawasú	NOUN	3	3	obj	obj	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:35:35	6	,	,	PUNCT	3	7	punct	punct	False	True	False	True	False	False	3	1	4
Magalhaes1876:1:35:35	7	unheẽ	nheẽ	VERB	0	0	root	root	True	True	True	False	False	False	7	7	0
Magalhaes1876:1:35:35	8	i	i	PRON	9	9	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	9	mena	mena	NOUN	7	7	iobj	iobj	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:35:35	10	supé	supé	ADP	9	9	case	case	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	11	:	:	PUNCT	14	14	punct	punct	True	True	True	False	False	False	3	3	0
Magalhaes1876:1:35:35	12	—	—	PUNCT	14	14	punct	punct	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:35:35	13	Kuẽma	kuẽma	NOUN	14	14	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	14	uri	yuri	VERB	7	7	ccomp	ccomp	True	True	True	False	False	False	7	7	0
Magalhaes1876:1:35:35	15	uikú	ikú	AUX	14	14	aux	aux	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	16	;	;	PUNCT	18	18	punct	punct	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:35:35	17	asú	sú	AUX	18	18	aux	aux	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	18	ambuí	mbuí	VERB	14	14	parataxis	parataxis	True	True	True	False	False	False	4	4	0
Magalhaes1876:1:35:35	19	ara	ara	NOUN	18	20	obj	nmod:poss	False	False	False	False	False	True	1	1	2
Magalhaes1876:1:35:35	20	pituna	pituna	NOUN	18	18	obl	obl	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:35:35	21	suí	suí	ADP	20	20	case	case	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:35:35	22	.	.	PUNCT	7	7	punct	punct	True	True	True	False	False	False	15	15	0
Magalhaes1876:1:40:40	1	Asuí	asuí	ADV	3	3	advmod	advmod	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:40:40	2	wirá-itá	wirá	NOUN	3	3	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:40:40	3	unheengari	nheengari	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Magalhaes1876:1:40:40	4	ara	ara	NOUN	3	3	obl	obl	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:40:40	5	katú	katú	ADJ	4	4	amod	amod	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:40:40	6	upé	upé	ADP	4	4	case	case	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:40:40	7	,	,	PUNCT	9	9	punct	punct	True	True	True	False	False	False	2	2	0
Magalhaes1876:1:40:40	8	kuẽma	kuẽma	NOUN	9	9	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:40:40	9	uri	yuri	VERB	3	3	advcl	advcl	True	True	True	False	False	False	6	6	0
Magalhaes1876:1:40:40	10	ramé	ramé	SCONJ	9	9	mark	mark	True	True	True	False	False	False	1	1	0
Magalhaes1876:1:40:40	11	,	,	PUNCT	12	12	punct	punct	True	True	True	False	False	False	1	1	0
